level,unit_id,unit_name,zone,terminal,ym,pilotage_moves,tug_jobs,water_supplied_mt,garbage_calls,inspections_done,findings_raised,findings_closed,detentions
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2023-10,2,4,0,0,0,0,0,0
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2023-10,4,8,0,1,0,0,0,0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2023-10,8,16,199,2,2,1,1,0
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2023-10,6,12,0,0,1,2,2,0
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2023-10,2,4,0,0,0,0,0,0
port,REFPT,Reference Port,,,2023-11,50,100,858,8,3,2,2,0
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2023-11,14,28,360,2,1,2,2,0
zone,CONTAINER,Container,Container,,2023-11,28,56,456,4,0,0,0,0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2023-11,8,16,42,2,2,0,0,0
terminal,CT1,Container Terminal 1,Container,CT1,2023-11,8,16,0,1,0,0,0,0
terminal,CT2,Container Terminal 2,Container,CT2,2023-11,2,4,0,1,0,0,0,0
terminal,CT3,Container Terminal 3,Container,CT3,2023-11,4,8,76,0,0,0,0,0
terminal,CT4,Container Terminal 4,Container,CT4,2023-11,8,16,298,0,0,0,0,0
terminal,CT5,Container Terminal 5,Container,CT5,2023-11,6,12,82,2,0,0,0,0
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2023-11,6,12,42,2,1,0,0,0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2023-11,6,12,187,1,1,2,2,0
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2023-11,4,8,91,1,0,0,0,0
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2023-11,2,4,0,0,1,0,0,0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2023-11,4,8,82,0,0,0,0,0
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2023-11,8,16,0,1,0,0,0,0
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2023-11,2,4,0,1,0,0,0,0
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2023-11,4,8,76,0,0,0,0,0
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2023-11,2,4,0,0,0,0,0,0
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2023-11,4,8,142,0,0,0,0,0
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2023-11,2,4,156,0,0,0,0,0
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2023-11,4,8,82,1,0,0,0,0
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2023-11,2,4,0,1,0,0,0,0
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2023-11,2,4,42,1,0,0,0,0
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2023-11,2,4,0,0,0,0,0,0
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2023-11,2,4,0,1,1,0,0,0
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2023-11,2,4,92,1,0,0,0,0
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2023-11,4,8,95,0,1,2,2,0
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2023-11,4,8,91,1,0,0,0,0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2023-11,2,4,0,0,1,0,0,0
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2023-11,4,8,82,0,0,0,0,0
port,REFPT,Reference Port,,,2023-12,54,108,1703,9,3,4,2,0
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2023-12,10,20,386,3,0,0,0,0
zone,CONTAINER,Container,Container,,2023-12,34,68,1082,4,2,3,1,0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2023-12,10,20,235,2,1,1,1,0
terminal,CT1,Container Terminal 1,Container,CT1,2023-12,4,8,85,0,0,0,0,0
terminal,CT2,Container Terminal 2,Container,CT2,2023-12,6,12,281,2,1,3,1,0
terminal,CT3,Container Terminal 3,Container,CT3,2023-12,4,8,98,0,0,0,0,0
terminal,CT4,Container Terminal 4,Container,CT4,2023-12,14,28,408,1,1,0,0,0
terminal,CT5,Container Terminal 5,Container,CT5,2023-12,6,12,210,1,0,0,0,0
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2023-12,10,20,235,2,1,1,1,0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2023-12,4,8,180,1,0,0,0,0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2023-12,6,12,206,2,0,0,0,0
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2023-12,4,8,85,0,0,0,0,0
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2023-12,2,4,156,0,0,0,0,0
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2023-12,4,8,125,2,1,3,1,0
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2023-12,2,4,0,0,0,0,0,0
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2023-12,2,4,98,0,0,0,0,0
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2023-12,6,12,271,1,0,0,0,0
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2023-12,4,8,0,0,0,0,0,0
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2023-12,4,8,137,0,1,0,0,0
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2023-12,4,8,51,1,0,0,0,0
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2023-12,2,4,159,0,0,0,0,0
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2023-12,2,4,0,0,0,0,0,0
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2023-12,2,4,43,1,1,1,1,0
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2023-12,6,12,192,1,0,0,0,0
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2023-12,2,4,117,1,0,0,0,0
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2023-12,2,4,63,0,0,0,0,0
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2023-12,2,4,88,1,0,0,0,0
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2023-12,4,8,118,1,0,0,0,0
port,REFPT,Reference Port,,,2024-01,48,96,1103,15,3,3,3,0
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2024-01,16,32,491,5,2,3,3,0
zone,CONTAINER,Container,Container,,2024-01,22,44,412,8,0,0,0,0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2024-01,10,20,200,2,1,0,0,0
terminal,CT1,Container Terminal 1,Container,CT1,2024-01,6,12,0,2,0,0,0,0
terminal,CT2,Container Terminal 2,Container,CT2,2024-01,2,4,0,1,0,0,0,0
terminal,CT3,Container Terminal 3,Container,CT3,2024-01,2,4,143,0,0,0,0,0
terminal,CT4,Container Terminal 4,Container,CT4,2024-01,10,20,111,4,0,0,0,0
terminal,CT5,Container Terminal 5,Container,CT5,2024-01,2,4,158,1,0,0,0,0
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2024-01,8,16,77,2,1,0,0,0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2024-01,12,24,351,3,2,3,3,0
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2024-01,2,4,0,1,0,0,0,0
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2024-01,2,4,123,0,0,0,0,0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2024-01,2,4,140,1,0,0,0,0
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2024-01,2,4,0,1,0,0,0,0
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2024-01,4,8,0,1,0,0,0,0
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2024-01,2,4,0,1,0,0,0,0
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2024-01,2,4,143,0,0,0,0,0
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2024-01,2,4,55,1,0,0,0,0
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2024-01,4,8,56,1,0,0,0,0
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2024-01,4,8,0,2,0,0,0,0
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2024-01,2,4,158,1,0,0,0,0
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2024-01,2,4,77,0,0,0,0,0
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2024-01,2,4,0,0,0,0,0,0
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2024-01,4,8,0,2,1,0,0,0
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2024-01,6,12,90,0,1,3,3,0
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2024-01,2,4,126,1,0,0,0,0
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2024-01,4,8,135,2,1,0,0,0
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2024-01,2,4,0,1,0,0,0,0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2024-01,2,4,123,0,0,0,0,0
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2024-01,2,4,140,1,0,0,0,0
port,REFPT,Reference Port,,,2024-02,56,112,796,11,3,5,0,1
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2024-02,18,36,361,3,2,5,0,1
zone,CONTAINER,Container,Container,,2024-02,32,64,297,7,0,0,0,0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2024-02,6,12,138,1,1,0,0,0
terminal,CT1,Container Terminal 1,Container,CT1,2024-02,4,8,0,1,0,0,0,0
terminal,CT2,Container Terminal 2,Container,CT2,2024-02,4,8,64,1,0,0,0,0
terminal,CT3,Container Terminal 3,Container,CT3,2024-02,2,4,0,0,0,0,0,0
terminal,CT4,Container Terminal 4,Container,CT4,2024-02,14,28,112,3,0,0,0,0
terminal,CT5,Container Terminal 5,Container,CT5,2024-02,8,16,121,2,0,0,0,0
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2024-02,2,4,0,0,0,0,0,0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2024-02,10,20,130,2,2,5,0,1
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2024-02,6,12,156,1,0,0,0,0
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2024-02,4,8,138,1,1,0,0,0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2024-02,2,4,75,0,0,0,0,0
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2024-02,2,4,0,0,0,0,0,0
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2024-02,2,4,0,1,0,0,0,0
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2024-02,4,8,64,1,0,0,0,0
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2024-02,2,4,0,0,0,0,0,0
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2024-02,4,8,112,0,0,0,0,0
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2024-02,4,8,0,1,0,0,0,0
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2024-02,6,12,0,2,0,0,0,0
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2024-02,2,4,121,0,0,0,0,0
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2024-02,6,12,0,2,0,0,0,0
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2024-02,2,4,0,0,0,0,0,0
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2024-02,4,8,0,2,1,0,0,0
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2024-02,4,8,0,0,1,5,0,1
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2024-02,2,4,130,0,0,0,0,0
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2024-02,6,12,156,1,0,0,0,0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2024-02,4,8,138,1,1,0,0,0
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2024-02,2,4,75,0,0,0,0,0
port,REFPT,Reference Port,,,2024-03,54,108,1066,17,3,4,3,0
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2024-03,22,44,356,7,1,3,2,0
zone,CONTAINER,Container,Container,,2024-03,26,52,633,7,1,1,1,0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2024-03,6,12,77,3,1,0,0,0
terminal,CT1,Container Terminal 1,Container,CT1,2024-03,4,8,45,0,0,0,0,0
terminal,CT2,Container Terminal 2,Container,CT2,2024-03,4,8,105,2,0,0,0,0
terminal,CT3,Container Terminal 3,Container,CT3,2024-03,2,4,152,1,0,0,0,0
terminal,CT4,Container Terminal 4,Container,CT4,2024-03,12,24,199,3,1,1,1,0
terminal,CT5,Container Terminal 5,Container,CT5,2024-03,4,8,132,1,0,0,0,0
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2024-03,2,4,0,1,0,0,0,0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2024-03,16,32,356,6,1,3,2,0
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2024-03,2,4,0,1,0,0,0,0
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2024-03,4,8,77,2,1,0,0,0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2024-03,4,8,0,0,0,0,0,0
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2024-03,2,4,45,0,0,0,0,0
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2024-03,2,4,0,0,0,0,0,0
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2024-03,4,8,105,2,0,0,0,0
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2024-03,2,4,152,1,0,0,0,0
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2024-03,6,12,60,2,0,0,0,0
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2024-03,4,8,139,0,0,0,0,0
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2024-03,2,4,0,1,1,1,1,0
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2024-03,4,8,132,1,0,0,0,0
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2024-03,2,4,0,1,0,0,0,0
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2024-03,4,8,0,2,1,3,2,0
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2024-03,4,8,154,1,0,0,0,0
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2024-03,8,16,202,3,0,0,0,0
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2024-03,2,4,0,1,0,0,0,0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2024-03,4,8,77,2,1,0,0,0
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2024-03,4,8,0,0,0,0,0,0
port,REFPT,Reference Port,,,2024-04,44,88,597,11,3,3,2,0
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2024-04,20,40,248,4,2,2,1,0
zone,CONTAINER,Container,Container,,2024-04,20,40,349,5,1,1,1,0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2024-04,4,8,0,2,0,0,0,0
terminal,CT1,Container Terminal 1,Container,CT1,2024-04,4,8,146,1,0,0,0,0
terminal,CT2,Container Terminal 2,Container,CT2,2024-04,6,12,0,1,1,1,1,0
terminal,CT3,Container Terminal 3,Container,CT3,2024-04,4,8,46,1,0,0,0,0
terminal,CT4,Container Terminal 4,Container,CT4,2024-04,4,8,157,1,0,0,0,0
terminal,CT5,Container Terminal 5,Container,CT5,2024-04,2,4,0,1,0,0,0,0
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2024-04,4,8,0,2,0,0,0,0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2024-04,8,16,93,1,1,0,0,0
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2024-04,6,12,0,1,1,2,1,0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2024-04,6,12,155,2,0,0,0,0
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2024-04,4,8,146,1,0,0,0,0
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2024-04,2,4,0,0,1,1,1,0
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2024-04,4,8,0,1,0,0,0,0
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2024-04,4,8,46,1,0,0,0,0
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2024-04,4,8,157,1,0,0,0,0
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2024-04,2,4,0,1,0,0,0,0
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2024-04,2,4,0,1,0,0,0,0
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2024-04,2,4,0,1,0,0,0,0
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2024-04,2,4,0,0,0,0,0,0
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2024-04,2,4,0,1,0,0,0,0
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2024-04,4,8,93,0,1,0,0,0
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2024-04,6,12,0,1,1,2,1,0
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2024-04,6,12,155,2,0,0,0,0
port,REFPT,Reference Port,,,2024-05,50,100,1150,13,4,5,5,0
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2024-05,30,60,770,6,1,0,0,0
zone,CONTAINER,Container,Container,,2024-05,12,24,170,5,2,3,3,0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2024-05,8,16,210,2,1,2,2,0
terminal,CT1,Container Terminal 1,Container,CT1,2024-05,2,4,0,1,1,0,0,0
terminal,CT3,Container Terminal 3,Container,CT3,2024-05,4,8,0,1,0,0,0,0
terminal,CT4,Container Terminal 4,Container,CT4,2024-05,6,12,170,3,1,3,3,0
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2024-05,2,4,150,0,1,2,2,0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2024-05,18,36,461,3,1,0,0,0
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2024-05,6,12,110,1,0,0,0,0
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2024-05,6,12,60,2,0,0,0,0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2024-05,6,12,199,2,0,0,0,0
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2024-05,2,4,0,1,1,0,0,0
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2024-05,4,8,0,1,0,0,0,0
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2024-05,4,8,59,2,1,3,3,0
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2024-05,2,4,111,1,0,0,0,0
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2024-05,2,4,150,0,1,2,2,0
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2024-05,6,12,149,1,0,0,0,0
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2024-05,6,12,221,2,0,0,0,0
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2024-05,6,12,91,0,1,0,0,0
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2024-05,6,12,110,1,0,0,0,0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2024-05,6,12,60,2,0,0,0,0
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2024-05,6,12,199,2,0,0,0,0
port,REFPT,Reference Port,,,2024-06,58,116,1232,13,4,8,7,0
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2024-06,26,52,528,5,1,3,3,0
zone,CONTAINER,Container,Container,,2024-06,20,40,623,4,2,3,2,0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2024-06,12,24,81,4,1,2,2,0
terminal,CT1,Container Terminal 1,Container,CT1,2024-06,2,4,0,1,0,0,0,0
terminal,CT2,Container Terminal 2,Container,CT2,2024-06,4,8,149,1,1,3,2,0
terminal,CT3,Container Terminal 3,Container,CT3,2024-06,2,4,40,0,0,0,0,0
terminal,CT4,Container Terminal 4,Container,CT4,2024-06,10,20,434,2,1,0,0,0
terminal,CT5,Container Terminal 5,Container,CT5,2024-06,2,4,0,0,0,0,0,0
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2024-06,4,8,0,2,0,0,0,0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2024-06,14,28,450,2,0,0,0,0
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2024-06,6,12,78,2,0,0,0,0
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2024-06,8,16,81,2,1,2,2,0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2024-06,6,12,0,1,1,3,3,0
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2024-06,2,4,0,1,0,0,0,0
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2024-06,2,4,149,0,1,3,2,0
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2024-06,2,4,0,1,0,0,0,0
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2024-06,2,4,40,0,0,0,0,0
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2024-06,10,20,434,2,1,0,0,0
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2024-06,2,4,0,0,0,0,0,0
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2024-06,4,8,0,2,0,0,0,0
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2024-06,2,4,65,0,0,0,0,0
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2024-06,4,8,0,2,0,0,0,0
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2024-06,8,16,385,0,0,0,0,0
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2024-06,6,12,78,2,0,0,0,0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2024-06,8,16,81,2,1,2,2,0
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2024-06,4,8,0,0,1,3,3,0
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2024-06,2,4,0,1,0,0,0,0
port,REFPT,Reference Port,,,2024-07,56,112,997,14,3,4,0,1
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2024-07,18,36,573,4,1,3,0,1
zone,CONTAINER,Container,Container,,2024-07,34,68,378,8,0,0,0,0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2024-07,4,8,46,2,2,1,0,0
terminal,CT1,Container Terminal 1,Container,CT1,2024-07,2,4,0,1,0,0,0,0
terminal,CT2,Container Terminal 2,Container,CT2,2024-07,12,24,293,1,0,0,0,0
terminal,CT3,Container Terminal 3,Container,CT3,2024-07,4,8,0,2,0,0,0,0
terminal,CT4,Container Terminal 4,Container,CT4,2024-07,10,20,85,3,0,0,0,0
terminal,CT5,Container Terminal 5,Container,CT5,2024-07,6,12,0,1,0,0,0,0
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2024-07,2,4,0,1,1,1,0,0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2024-07,14,28,475,3,0,0,0,0
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2024-07,2,4,46,1,1,0,0,0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2024-07,4,8,98,1,1,3,0,1
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2024-07,2,4,0,1,0,0,0,0
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2024-07,6,12,88,0,0,0,0,0
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2024-07,6,12,205,1,0,0,0,0
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2024-07,2,4,0,1,0,0,0,0
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2024-07,2,4,0,1,0,0,0,0
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2024-07,4,8,85,1,0,0,0,0
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2024-07,4,8,0,2,0,0,0,0
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2024-07,2,4,0,0,0,0,0,0
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2024-07,6,12,0,1,0,0,0,0
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2024-07,2,4,0,1,1,1,0,0
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2024-07,6,12,259,1,0,0,0,0
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2024-07,4,8,0,1,0,0,0,0
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2024-07,4,8,216,1,0,0,0,0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2024-07,2,4,46,1,1,0,0,0
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2024-07,4,8,98,1,1,3,0,1
port,REFPT,Reference Port,,,2024-08,54,108,1143,11,4,7,6,0
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2024-08,22,44,437,6,4,7,6,0
zone,CONTAINER,Container,Container,,2024-08,24,48,476,4,0,0,0,0
