level,unit_id,unit_name,zone,terminal,ym,vessel_calls,cargo_mt,teu,avg_turnaround_hr,avg_waiting_hr,calls_waited_gt24h,berthed_lt6h_pct,avg_output_mt_per_berthday,occupancy_pct
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2023-08,1,4973,0,43.0,23.0,0,0.0,5968,2.7
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2023-08,2,477727,0,66.0,18.0,1,0.0,119432,12.9
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2023-08,1,126840,0,86.0,9.0,0,0.0,39535,10.3
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2023-08,1,146147,0,76.0,16.0,0,0.0,58459,8.1
port,REFPT,Reference Port,,,2023-09,22,2001384,115431,55.2,16.3,3,13.6,56114,5.0
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2023-09,5,90305,0,92.8,17.8,1,20.0,5780,7.4
zone,CONTAINER,Container,Container,,2023-09,13,1385172,115431,38.5,15.2,2,15.4,109356,3.5
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2023-09,4,525907,0,62.2,18.0,0,0.0,71309,4.9
terminal,CT1,Container Terminal 1,Container,CT1,2023-09,3,292272,24356,45.0,18.3,1,0.0,87682,5.6
terminal,CT2,Container Terminal 2,Container,CT2,2023-09,1,44016,3668,47.0,20.0,0,0.0,39125,1.9
terminal,CT3,Container Terminal 3,Container,CT3,2023-09,6,809544,67462,38.2,15.7,1,16.7,143919,9.4
terminal,CT4,Container Terminal 4,Container,CT4,2023-09,2,162768,13564,36.0,12.5,0,0.0,83116,1.6
terminal,CT5,Container Terminal 5,Container,CT5,2023-09,1,76572,6381,18.0,3.0,0,100.0,122515,1.0
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2023-09,2,63313,0,57.5,16.0,0,0.0,18307,3.8
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2023-09,5,90305,0,92.8,17.8,1,20.0,5780,13.0
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2023-09,2,462594,0,67.0,20.0,0,0.0,118109,6.5
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2023-09,3,292272,24356,45.0,18.3,1,0.0,87682,11.1
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2023-09,1,44016,3668,47.0,20.0,0,0.0,39125,3.8
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2023-09,1,174408,14534,48.0,23.0,0,0.0,167432,3.5
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2023-09,5,635136,52928,36.2,14.2,1,20.0,138575,15.3
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2023-09,1,82248,6854,40.0,17.0,0,0.0,85824,3.2
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2023-09,1,80520,6710,32.0,8.0,0,0.0,80520,3.3
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2023-09,1,76572,6381,18.0,3.0,0,100.0,122515,2.1
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2023-09,1,36437,0,58.0,9.0,0,0.0,17847,6.8
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2023-09,1,26876,0,57.0,23.0,0,0.0,18971,4.7
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2023-09,2,24983,0,111.5,22.0,1,0.0,3350,24.9
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2023-09,2,40781,0,73.5,12.5,0,50.0,8022,16.9
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2023-09,1,24541,0,94.0,20.0,0,0.0,7959,10.3
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2023-09,2,462594,0,67.0,20.0,0,0.0,118109,13.1
port,REFPT,Reference Port,,,2023-10,26,2505816,75614,61.5,17.2,4,11.5,52159,6.5
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2023-10,8,554625,0,91.4,16.5,2,25.0,22222,11.5
zone,CONTAINER,Container,Container,,2023-10,10,907368,75614,38.5,16.3,1,10.0,98094,2.5
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2023-10,8,1043823,0,60.4,18.9,1,0.0,75457,8.9
terminal,CT2,Container Terminal 2,Container,CT2,2023-10,2,186912,15576,36.0,18.5,0,0.0,128168,2.4
terminal,CT3,Container Terminal 3,Container,CT3,2023-10,3,217452,18121,42.3,14.7,0,0.0,62878,5.6
terminal,CT4,Container Terminal 4,Container,CT4,2023-10,3,373248,31104,39.7,18.0,1,33.3,137815,2.2
terminal,CT5,Container Terminal 5,Container,CT5,2023-10,2,129756,10813,33.5,14.0,0,0.0,79850,2.6
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2023-10,4,172753,0,63.8,18.8,1,0.0,23034,8.1
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2023-10,2,65202,0,117.0,9.0,0,50.0,7245,7.3
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2023-10,2,9342,0,41.5,26.0,1,0.0,7233,4.2
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2023-10,4,871070,0,57.0,19.0,0,0.0,137537,10.2
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2023-10,4,480081,0,103.5,15.5,1,25.0,32733,23.7
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2023-10,2,186912,15576,36.0,18.5,0,0.0,128168,4.7
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2023-10,2,175956,14663,38.0,11.5,0,0.0,79678,7.1
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2023-10,1,41496,3458,51.0,21.0,0,0.0,33197,4.0
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2023-10,2,262908,21909,31.5,14.0,0,50.0,180280,4.7
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2023-10,1,110340,9195,56.0,26.0,1,0.0,88272,4.0
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2023-10,1,81624,6802,36.0,12.0,0,0.0,81624,3.2
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2023-10,1,48132,4011,31.0,16.0,0,0.0,77011,2.0
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2023-10,3,131198,0,65.7,20.7,1,0.0,23324,18.1
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2023-10,1,41555,0,58.0,13.0,0,0.0,22163,6.0
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2023-10,1,27381,0,122.0,15.0,0,0.0,6142,14.4
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2023-10,1,37821,0,112.0,3.0,0,100.0,8328,14.7
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2023-10,2,9342,0,41.5,26.0,1,0.0,7233,4.2
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2023-10,4,871070,0,57.0,19.0,0,0.0,137537,20.4
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2023-10,3,344106,0,103.0,15.7,1,33.3,31521,35.2
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2023-10,1,135975,0,105.0,15.0,0,0.0,36260,12.1
port,REFPT,Reference Port,,,2023-11,25,2296688,131793,52.3,17.5,7,16.0,63357,5.0
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2023-11,7,346515,0,78.6,17.9,2,28.6,19568,8.4
zone,CONTAINER,Container,Container,,2023-11,14,1581516,131793,35.2,16.6,5,14.3,145986,3.0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2023-11,4,368657,0,66.2,20.0,0,0.0,47826,5.1
terminal,CT1,Container Terminal 1,Container,CT1,2023-11,4,478164,39847,35.8,16.2,1,0.0,147127,5.4
terminal,CT2,Container Terminal 2,Container,CT2,2023-11,1,51552,4296,40.0,25.0,1,0.0,82483,1.0
terminal,CT3,Container Terminal 3,Container,CT3,2023-11,2,144372,12031,47.0,26.5,2,0.0,84510,2.8
terminal,CT4,Container Terminal 4,Container,CT4,2023-11,4,503664,41972,29.0,9.0,0,50.0,151099,2.8
terminal,CT5,Container Terminal 5,Container,CT5,2023-11,3,403764,33647,33.3,18.0,1,0.0,210659,3.2
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2023-11,3,125928,0,70.3,18.7,0,0.0,19499,7.2
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2023-11,3,106535,0,104.0,20.0,2,33.3,10146,8.8
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2023-11,2,8920,0,40.5,19.0,0,0.0,4979,6.0
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2023-11,1,242729,0,54.0,24.0,0,0.0,194183,2.1
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2023-11,2,231060,0,78.5,13.5,0,50.0,42657,9.0
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2023-11,4,478164,39847,35.8,16.2,1,0.0,147127,10.8
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2023-11,1,51552,4296,40.0,25.0,1,0.0,82483,2.1
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2023-11,2,144372,12031,47.0,26.5,2,0.0,84510,5.7
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2023-11,1,149076,12423,30.0,5.0,0,100.0,143113,3.5
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2023-11,2,192144,16012,30.0,10.5,0,50.0,118242,5.4
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2023-11,1,162444,13537,26.0,10.0,0,0.0,243666,2.2
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2023-11,2,309228,25769,28.5,13.0,0,0.0,239402,4.3
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2023-11,1,94536,7878,43.0,28.0,1,0.0,151258,2.1
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2023-11,1,42765,0,79.0,24.0,0,0.0,18661,7.6
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2023-11,1,41017,0,78.0,24.0,0,0.0,18230,7.5
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2023-11,1,42146,0,54.0,8.0,0,0.0,21989,6.4
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2023-11,1,26237,0,103.0,29.0,1,0.0,8509,10.3
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2023-11,2,80298,0,104.5,15.5,1,50.0,10827,24.7
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2023-11,2,8920,0,40.5,19.0,0,0.0,4979,6.0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2023-11,1,242729,0,54.0,24.0,0,0.0,194183,4.2
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2023-11,2,231060,0,78.5,13.5,0,50.0,42657,18.1
port,REFPT,Reference Port,,,2023-12,27,2213215,137662,52.1,15.3,4,18.5,53438,5.6
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2023-12,5,398728,0,95.6,15.2,1,40.0,23805,7.7
zone,CONTAINER,Container,Container,,2023-12,17,1651944,137662,38.1,14.9,2,17.6,100882,4.4
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2023-12,5,162543,0,56.4,16.6,1,0.0,19603,5.3
terminal,CT1,Container Terminal 1,Container,CT1,2023-12,2,350808,29234,35.5,12.5,0,50.0,183030,3.1
terminal,CT2,Container Terminal 2,Container,CT2,2023-12,3,301236,25103,43.0,15.7,0,0.0,88167,5.5
terminal,CT3,Container Terminal 3,Container,CT3,2023-12,2,152892,12741,22.0,4.0,0,100.0,101928,2.4
terminal,CT4,Container Terminal 4,Container,CT4,2023-12,7,576348,48029,42.0,18.9,2,0.0,85385,5.4
terminal,CT5,Container Terminal 5,Container,CT5,2023-12,3,270660,22555,36.3,14.0,0,0.0,96953,4.5
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2023-12,5,162543,0,56.4,16.6,1,0.0,19603,8.9
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2023-12,2,49017,0,107.0,16.0,1,50.0,6464,6.1
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2023-12,3,349711,0,88.0,14.7,0,33.3,38150,14.8
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2023-12,2,350808,29234,35.5,12.5,0,50.0,183030,6.2
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2023-12,1,89136,7428,46.0,20.0,0,0.0,82279,3.5
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2023-12,2,212100,17675,41.5,13.5,0,0.0,90900,7.5
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2023-12,1,43788,3649,24.0,5.0,0,100.0,55311,2.6
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2023-12,1,109104,9092,20.0,3.0,0,100.0,154029,2.3
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2023-12,3,306456,25538,47.0,22.0,1,0.0,98066,10.1
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2023-12,2,116364,9697,32.5,18.0,1,0.0,96301,3.9
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2023-12,2,153528,12794,44.0,15.0,0,0.0,63529,7.8
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2023-12,2,192840,16070,32.5,13.5,0,0.0,121794,5.1
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2023-12,1,77820,6485,44.0,15.0,0,0.0,64403,3.9
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2023-12,1,25171,0,66.0,10.0,0,0.0,10788,7.5
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2023-12,1,30091,0,59.0,29.0,1,0.0,24073,4.0
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2023-12,3,107281,0,52.3,14.7,0,0.0,22785,15.2
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2023-12,1,16741,0,133.0,26.0,1,0.0,3755,14.4
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2023-12,1,32276,0,81.0,6.0,0,100.0,10328,10.1
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2023-12,1,141178,0,79.0,21.0,0,0.0,58418,7.8
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2023-12,2,208533,0,92.5,11.5,0,50.0,30894,21.8
port,REFPT,Reference Port,,,2024-01,24,1650752,80869,61.3,17.2,5,16.7,37411,5.9
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2024-01,8,305303,0,98.0,20.4,3,0.0,11799,11.9
zone,CONTAINER,Container,Container,,2024-01,11,970428,80869,37.5,16.7,2,18.2,101704,2.6
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2024-01,5,375021,0,55.0,13.2,0,40.0,43065,5.6
terminal,CT1,Container Terminal 1,Container,CT1,2024-01,3,282144,23512,42.7,20.3,1,0.0,101067,4.5
terminal,CT2,Container Terminal 2,Container,CT2,2024-01,1,51180,4265,30.0,13.0,0,0.0,72254,1.1
terminal,CT3,Container Terminal 3,Container,CT3,2024-01,1,94464,7872,27.0,12.0,0,0.0,151142,1.0
terminal,CT4,Container Terminal 4,Container,CT4,2024-01,5,382356,31863,37.0,15.2,1,40.0,84188,3.7
terminal,CT5,Container Terminal 5,Container,CT5,2024-01,1,160284,13357,43.0,22.0,0,0.0,183182,1.4
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2024-01,4,133460,0,50.8,11.0,0,50.0,20145,7.1
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2024-01,6,236655,0,101.8,20.7,2,0.0,11663,16.4
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2024-01,1,5465,0,36.0,10.0,0,0.0,5045,3.5
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2024-01,1,241561,0,72.0,22.0,0,0.0,115949,3.4
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2024-01,1,63183,0,137.0,29.0,1,0.0,14041,7.3
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2024-01,1,143928,11994,49.0,28.0,1,0.0,164489,2.8
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2024-01,2,138216,11518,39.5,16.5,0,0.0,72113,6.2
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2024-01,1,51180,4265,30.0,13.0,0,0.0,72254,2.3
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2024-01,1,94464,7872,27.0,12.0,0,0.0,151142,2.0
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2024-01,1,169200,14100,40.0,18.0,0,0.0,184582,3.0
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2024-01,2,76296,6358,32.0,13.0,0,50.0,48187,5.1
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2024-01,2,136860,11405,40.5,16.0,1,50.0,67033,6.6
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2024-01,1,160284,13357,43.0,22.0,0,0.0,183182,2.8
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2024-01,1,34359,0,59.0,5.0,0,100.0,15271,7.3
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2024-01,1,29776,0,55.0,20.0,0,0.0,20418,4.7
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2024-01,2,69325,0,44.5,9.5,0,50.0,23769,9.4
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2024-01,3,142749,0,100.7,22.0,1,0.0,14517,31.7
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2024-01,1,40264,0,133.0,30.0,1,0.0,9382,13.8
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2024-01,2,53642,0,88.0,14.0,0,0.0,8699,19.9
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2024-01,1,5465,0,36.0,10.0,0,0.0,5045,3.5
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2024-01,1,241561,0,72.0,22.0,0,0.0,115949,6.7
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2024-01,1,63183,0,137.0,29.0,1,0.0,14041,14.5
port,REFPT,Reference Port,,,2024-02,28,2329551,129189,53.9,13.4,4,17.9,49390,6.8
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2024-02,9,272479,0,79.8,10.8,1,33.3,10531,12.7
zone,CONTAINER,Container,Container,,2024-02,16,1550268,129189,38.2,14.1,2,12.5,96390,4.6
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2024-02,3,506804,0,59.7,18.0,1,0.0,97306,3.6
terminal,CT1,Container Terminal 1,Container,CT1,2024-02,2,225048,18754,33.0,9.5,0,0.0,114918,3.4
terminal,CT2,Container Terminal 2,Container,CT2,2024-02,2,280644,23387,39.5,15.0,0,0.0,137458,3.5
terminal,CT3,Container Terminal 3,Container,CT3,2024-02,1,128520,10710,52.0,23.0,0,0.0,106361,2.1
terminal,CT4,Container Terminal 4,Container,CT4,2024-02,7,500016,41668,33.9,9.7,0,28.6,71008,6.1
terminal,CT5,Container Terminal 5,Container,CT5,2024-02,4,416040,34670,44.2,21.2,2,0.0,108532,6.6
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2024-02,1,44500,0,70.0,15.0,0,0.0,19418,2.6
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2024-02,5,187220,0,108.4,10.2,1,40.0,9151,17.6
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2024-02,3,18105,0,32.7,14.3,0,0.0,7900,7.9
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2024-02,2,462304,0,54.5,19.5,1,0.0,158504,5.0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2024-02,1,67154,0,78.0,3.0,0,100.0,21489,5.4
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2024-02,1,107064,8922,28.0,11.0,0,0.0,151149,2.4
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2024-02,1,117984,9832,38.0,8.0,0,0.0,94387,4.3
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2024-02,2,280644,23387,39.5,15.0,0,0.0,137458,7.0
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2024-02,1,128520,10710,52.0,23.0,0,0.0,106361,4.2
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2024-02,2,108540,9045,41.0,16.5,0,0.0,53162,7.0
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2024-02,2,97128,8094,32.0,8.5,0,0.0,49597,6.8
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2024-02,3,294348,24529,30.3,6.0,0,66.7,96772,10.5
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2024-02,1,183984,15332,36.0,15.0,0,0.0,210267,3.0
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2024-02,3,232056,19338,47.0,23.3,2,0.0,78441,10.2
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2024-02,1,44500,0,70.0,15.0,0,0.0,19418,7.9
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2024-02,2,89768,0,120.5,14.5,1,50.0,10162,30.5
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2024-02,2,78104,0,102.0,5.0,0,50.0,9662,27.9
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2024-02,1,19348,0,97.0,12.0,0,0.0,5463,12.2
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2024-02,3,18105,0,32.7,14.3,0,0.0,7900,7.9
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2024-02,2,462304,0,54.5,19.5,1,0.0,158504,10.1
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2024-02,1,67154,0,78.0,3.0,0,100.0,21489,10.8
port,REFPT,Reference Port,,,2024-03,27,2189889,91239,60.7,15.3,3,22.2,42834,6.9
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2024-03,11,535108,0,91.5,16.4,1,9.1,15529,15.9
zone,CONTAINER,Container,Container,,2024-03,13,1094868,91239,37.8,16.2,2,23.1,93846,3.1
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2024-03,3,559913,0,47.0,7.0,0,66.7,111983,3.2
terminal,CT1,Container Terminal 1,Container,CT1,2024-03,2,123024,10252,46.5,19.0,1,0.0,53683,3.7
terminal,CT2,Container Terminal 2,Container,CT2,2024-03,2,228228,19019,39.5,19.5,0,0.0,136937,2.7
terminal,CT3,Container Terminal 3,Container,CT3,2024-03,1,135912,11326,42.0,28.0,1,0.0,232992,0.9
terminal,CT4,Container Terminal 4,Container,CT4,2024-03,6,441396,36783,35.3,16.2,0,16.7,92117,3.9
terminal,CT5,Container Terminal 5,Container,CT5,2024-03,2,166308,13859,32.5,4.5,0,100.0,71275,3.8
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2024-03,1,38880,0,46.0,3.0,0,100.0,21700,1.9
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2024-03,8,237054,0,93.2,17.2,1,12.5,9357,20.4
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2024-03,1,3026,0,42.0,16.0,0,0.0,2793,3.5
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2024-03,2,521033,0,47.5,9.0,0,50.0,162400,5.2
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2024-03,2,295028,0,109.5,13.0,0,0.0,36687,13.0
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2024-03,1,81372,6781,55.0,28.0,1,0.0,72331,3.6
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2024-03,1,41652,3471,38.0,10.0,0,0.0,35702,3.8
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2024-03,2,228228,19019,39.5,19.5,0,0.0,136937,5.4
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2024-03,1,135912,11326,42.0,28.0,1,0.0,232992,1.9
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2024-03,3,163356,13613,39.3,20.0,0,0.0,67596,7.8
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2024-03,2,225072,18756,33.5,17.0,0,0.0,163689,4.4
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2024-03,1,52968,4414,27.0,3.0,0,100.0,52968,3.2
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2024-03,2,166308,13859,32.5,4.5,0,100.0,71275,7.5
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2024-03,1,38880,0,46.0,3.0,0,100.0,21700,5.8
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2024-03,2,67327,0,76.0,10.5,0,50.0,12335,17.6
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2024-03,2,31139,0,92.0,20.0,1,0.0,5190,19.4
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2024-03,4,138588,0,102.5,19.2,0,0.0,9988,44.8
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2024-03,1,3026,0,42.0,16.0,0,0.0,2793,3.5
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2024-03,2,521033,0,47.5,9.0,0,50.0,162400,10.3
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2024-03,2,295028,0,109.5,13.0,0,0.0,36687,25.9
port,REFPT,Reference Port,,,2024-04,22,1340288,79835,60.9,14.4,4,22.7,31444,5.9
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2024-04,10,314525,0,86.5,14.6,2,30.0,10499,14.3
zone,CONTAINER,Container,Container,,2024-04,10,958020,79835,34.6,13.4,1,20.0,108455,2.5
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2024-04,2,67743,0,64.0,18.0,1,0.0,17672,2.6
terminal,CT1,Container Terminal 1,Container,CT1,2024-04,2,249888,20824,32.5,16.0,0,0.0,181737,2.3
terminal,CT2,Container Terminal 2,Container,CT2,2024-04,3,302628,25219,40.7,13.7,0,0.0,89668,5.6
